Text,Entities
"We are a clothing brand that offers t-shirts, hoodies, shorts and mask. We want to unite people from all walks of like and all over the world, to come together as one.",[]
"SolidBox was founded by SolidWorks Users for SolidWorks Users. Our mission is very simple: Provide Proven Hardware that can Handle the Demands of SolidWorks. Whether you’re a new user, or a seasoned Simulation guru, you came to right place to learn what it takes to run SolidWorks Better, Faster, and more Reliable. SolidBox is a turnkey hardware integrator for SolidWorks end users. We sell servers, desktops, and laptops that are configured specifically for SolidWorks. Our systems arrive with SolidWorks client and/or server software pre-installed. Take a look at our Creative, Engineer, and Professional series products to learn more. SolidBox does not sell SolidWorks software, rather we work with your SolidWorks Value Added Reseller (VAR) to make sure your license of SolidWorks, SolidWorks Simulation, Workgroup PDM, & Enterprise PDM is properly installed and ready to work for you. At SolidBox we take a no B.S. approach to configuring our systems for a variety of users. We have no direct association with Dassault Systemes SolidWorks Corporation, so we pledge to give you the straight scoop on stability and reliability. Our founder was given the Elite Applications Engineer award by Dassault Systemes SolidWorks Corporation in 2008, and has been a SolidWorks user since 1997. He started SolidBox after years of helping frustrated customers overcome their hardware related issues. Read more about SolidBox.Take a look around our site, and keep coming back. We are dedicated to make SolidBox the premiere hardware resource for all SolidWorks users. Coming soon, we will have Industry and Customer specific “Ground Breaker” segments that spotlight SolidBox customers and shows how they make the most out of SolidWorks and SolidBox hardware.","[('SolidBox', 'ORGANIZATION'), ('SolidWorks', 'ORGANIZATION'), ('SolidWorks', 'ORGANIZATION'), ('SolidWorks', 'TITLE'), ('SolidWorks', 'TITLE'), ('SolidBox', 'TITLE'), ('SolidWorks', 'ORGANIZATION'), ('SolidWorks', 'TITLE'), ('SolidWorks', 'TITLE'), ('SolidBox', 'ORGANIZATION'), ('SolidWorks', 'TITLE'), ('SolidWorks', 'TITLE'), ('SolidWorks', 'TITLE'), ('SolidWorks', 'TITLE'), ('Workgroup', 'TITLE'), ('SolidBox', 'ORGANIZATION'), ('Dassault Systemes SolidWorks Corporation', 'ORGANIZATION'), ('Elite Applications Engineer', 'TITLE'), ('Dassault Systemes SolidWorks Corporation', 'ORGANIZATION'), ('2008', 'DATE'), ('SolidWorks', 'ORGANIZATION'), ('1997', 'DATE'), ('SolidBox', 'ORGANIZATION'), ('SolidBox.Take', 'ORGANIZATION'), ('SolidBox', 'ORGANIZATION'), ('SolidWorks', 'ORGANIZATION'), ('SolidBox', 'ORGANIZATION'), ('SolidWorks', 'ORGANIZATION'), ('SolidBox', 'ORGANIZATION')]"
"Production Engineering Corporation provides a range of contract manufacturing services, including sheet metal fabrication, CNC machining & more.","[('Production Engineering Corporation', 'ORGANIZATION')]"
"Call Center Professional Services, Telecommunications Implementation Services, Telecommunications Dispatch Services, Staff Augmentation",[]
"Lewis Deep Democracy teaches tools to resolve conflict by gaining the wisdom of all sides, instead of avoiding tension and conflict.","[('Lewis', 'PERSON'), ('Deep Democracy', 'TITLE'), ('all sides', 'QUANTITY')]"
"We help you to develop and commercialise your innovations based on the Licensing business model. Our values : Collaboration, transparency, openness to the world",[]
Vetted IT Support for financial and professional service firms in Tulsa and Oklahoma City.,"[('Tulsa', 'LOCATION'), ('Oklahoma City', 'LOCATION')]"
" Red Cloud Services provides human factors and other engineering services. 
We are a native american owned small disadvantaged business in Washington 
DC.","[('Red Cloud Services', 'ORGANIZATION'), ('american', 'LOCATION'), ('Washington \r\nDC', 'LOCATION')]"
"Equilibrium Body Shapers and Jeans, manufactures and distributes Shapewear Made in Colombia, including Post Op & Every day Girdles, Postpartum, waist trainers, shapers & cinchers. Women jeans designed for you to look amazing. Plus Size up to 7X and 22. Jeans Colombianos & Fajas Colombianas. FREE SHIPPING. Find out more","[('Equilibrium', 'ORGANIZATION'), ('Colombia', 'LOCATION'), ('up to 7X', 'QUANTITY'), ('22', 'QUANTITY'), ('Colombianos', 'OTHER'), ('Colombianas', 'OTHER')]"
"The leading resource for XRF lead based paint detection equipment, discussion of lead based paint issues, listings of resources that provide information on how to protect your children from lead poisoning, lead based paint news and articles, a complete discussion of Title X, Lead Paint disclosure, Lead Paint Liability issues for involved parties such as Realtors, Sellers, Buyers, Landlords and tenants, a description of XRF testing for lead based paint","[('XRF', 'ORGANIZATION'), ('Title X', 'OTHER'), ('XRF', 'ORGANIZATION')]"
"Located in the heart of Georgetown, Penang, Prangin Mall enjoys direct connectivity with all over Penang as the main Bus Stop is located in the mall.","[('Georgetown', 'LOCATION'), ('Penang', 'LOCATION'), ('Prangin Mall', 'LOCATION'), ('Penang', 'LOCATION')]"
"T & G Electrical is a licensed electrical contractor providing commericial & residential electrical service in Dedham, Westwood, Brookline, Chestnut Hill, Newton, & Needham MA","[('T & G Electrical', 'ORGANIZATION'), ('Dedham', 'LOCATION'), ('Westwood', 'LOCATION'), ('Brookline', 'LOCATION'), ('Chestnut Hill', 'LOCATION'), ('Newton', 'LOCATION'), ('Needham MA', 'LOCATION')]"
Ohio Athletic Conference (OAC),"[('Ohio Athletic Conference', 'ORGANIZATION'), ('OAC', 'ORGANIZATION')]"
"Investing in innovative, early-stage, deep-tech companies fight climate change and accelerate the zero carbon transition.","[('zero carbon', 'QUANTITY')]"
"We're Christchurch builders, building and renovating homes throughout Canterbury. We make your technical renovation look easy. Call now to transform your home!","[('Christchurch', 'LOCATION'), ('Canterbury', 'LOCATION')]"
Welcome to the world of CHOPARD -  Find sparkling and exclusive Swiss watches and jewellery on the official Chopard website.,"[('CHOPARD -', 'ORGANIZATION'), ('Swiss', 'OTHER'), ('Chopard', 'ORGANIZATION')]"
"Our store focuses on positive message t shirts and mugs to start your day on a positive note. We have shirts such as positive shirts, stay positive shirts, body positive shirts, funny quote shirts, cute quote shirts, inspirational quote shirts, workout quote shirts also We have funny coffee mugs, customized mugs.",[]
"Get online with Website Builder! Create a free 2-page website to go with your new domain. Start now for free, no credit card required!","[('2-page', 'QUANTITY')]"
"Synaptica Taxonomy and Ontology Software for Knowledge Organization Systems (KOS), Linked Data, Knowledge Graphs, RDF, and Auto Classification","[('Synaptica', 'ORGANIZATION'), ('Knowledge Organization', 'OTHER')]"
"SH Integrated Services is a L6 full-fledged building contractor and licensed builder specialized in integrated building services that covers maintenance of M&E systems, water supply and sanitary systems, building works and lightning protection systems. It has consistently delivered on-time and on-budget – prominent projects.","[('SH Integrated Services', 'ORGANIZATION'), ('M&E', 'ORGANIZATION')]"
"Cool Shades- Window Tinting in St. Charles. Automotive, Residential and Commercial","[('St. Charles', 'LOCATION')]"
"A Cincinnati distributer & assembler of Gates, Kuriyama, Titan, Parker industrial hose coupled with banded, swaged, crimped, internally expanded fittings made by Pride Cast Metals, PT Coupling Company, Parker, Dayco, & Dixon Fittings.","[('Cincinnati', 'LOCATION'), ('Gates', 'ORGANIZATION'), ('Kuriyama', 'ORGANIZATION'), ('Titan', 'ORGANIZATION'), ('Parker', 'ORGANIZATION'), ('Pride Cast Metals', 'ORGANIZATION'), ('PT Coupling Company', 'ORGANIZATION'), ('Parker', 'ORGANIZATION'), ('Dayco', 'ORGANIZATION'), ('Dixon Fittings', 'ORGANIZATION')]"
"At KOYAH we are all about helping others (and ourselves) eat more whole fruits and veggies. We exist to inspire health through simple, whole-food products.","[('KOYAH', 'ORGANIZATION')]"
Discover the most exclusive Properties on the beaches of Valencia and Alicante. Visit our portfolio of properties on the Coast.,"[('Valencia', 'LOCATION'), ('Alicante', 'LOCATION')]"
"Travel Guide A to Z | weather, photos, informations",[]
"Sanger Australia provides tailored Beef, Lamb, Goat and Chicken supply programs to over 40 countries across Retail Ready, Food Service and Commodity products.","[('Sanger Australia', 'ORGANIZATION'), ('over 40 countries', 'QUANTITY')]"
Check out this GoDaddy hosted webpage! http://qualityfrontier.com.,"[('GoDaddy', 'TITLE'), ('http://qualityfrontier.com', 'OTHER')]"
"Umami Collective is a distributed team of all-senior consultants and developers. We have delivered projects for large agencies, world class retail brands and industry leaders. We work with open web and mobile technologies.
","[('Umami Collective', 'ORGANIZATION')]"
"Based in Brighton, Sussex we offer secured loans against luxury assets such 
as cars, number plates, luxury watches, fine jewellery and art. No Credit 
Checks. Fast decisions. Professional and Discreet High End Pawnbrokers. 
Personal and business lending. 01273 950900","[('Brighton, Sussex', 'LOCATION'), ('01273 950900', 'OTHER')]"
"NICEIC & ECA Approved Energy Efficient Advisors & Commercial Electrical Contractors covering Kent, Surrey, Sussex & London. SSIP Compliant","[('NICEIC', 'ORGANIZATION'), ('ECA', 'ORGANIZATION'), ('Kent', 'LOCATION'), ('Surrey', 'LOCATION'), ('Sussex', 'LOCATION'), ('London', 'LOCATION')]"
"Greyer is a cannabis consulting firm dedicated to helping clients navigate the regulations, ethics and compliance requirements of operating a cannabis operation, specifically those in the infused edibles space.","[('Greyer', 'ORGANIZATION')]"
"Liquid Suspension, Unlike Chemotherapy and other cancer Treatments, Body Revival works on the line of Immunotherapy and Boosts your body system naturally to fight Cancer.",[]
20 years of experience Coffee Machine Warehouse is your one stop coffee machine specialist shop! We stock a wide range of over 1000 commercial and domestic automatic & more coffee machines in our Melbourne. Click to here to see our full range.,"[('20 years', 'QUANTITY'), ('one stop', 'QUANTITY'), ('over 1000 commercial', 'QUANTITY'), ('automatic', 'QUANTITY'), ('Melbourne', 'LOCATION')]"
"At Westminster Consulting, we specialize in providing incomparable fiduciary advice and counsel coupled with thoughtful investment research to our clients.","[('Westminster Consulting', 'ORGANIZATION')]"
"Leading Whole House Fan experts in San Diego County. Call Our Whole House Fan San Diego Office today! Modern, efficient Whole House Fans to cool your home.","[('San Diego County', 'LOCATION'), ('San', 'LOCATION'), ('Diego Office', 'ORGANIZATION'), ('today', 'DATE')]"
"I am a freelance web developer based in Hornchurch, East London. I specialise in front end and .NET-based CMS (Content Management System) development.","[('Hornchurch, East London', 'LOCATION')]"
Malaysia's Premiere Badminton Club participating in the Malaysia Purple League. Home of Badminton legend Lee Chong Wei.,"[('Malaysia', 'ORGANIZATION'), ('Premiere Badminton Club', 'ORGANIZATION'), ('Malaysia Purple League', 'EVENT'), ('Lee Chong Wei', 'PERSON')]"
"This website is for sale! ipeak.us is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, ipeak.us has it all. We hope you find what you are searching for!","[('ipeak.us', 'ORGANIZATION'), ('first', 'QUANTITY'), ('ipeak.us', 'TITLE')]"
One of the leading design firms in India,"[('One', 'QUANTITY'), ('the leading', 'QUANTITY'), ('firms', 'QUANTITY'), ('India', 'LOCATION')]"
Looking to become a Foster Parent or adopt a child? Outpatient Services | Youth Services | Case Management | Medication Management - Empowering lives,[]
"Events, Strategy and Creative, Design and Production",[]
"Applechem is a functional cosmetic ingredient supplier with a diverse range of products for cosmetics, personal care, suncare, hair care and  homecare formulations.","[('Applechem', 'ORGANIZATION')]"
